Score,File,Rows,Columns,Patient_ID_Columns,LUNG1_ID_Count,Clinical_Columns,LUNG1_Detected,Radiomics_Result_File
10,LUNG1-226\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-243\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-244\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-264\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-269\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-271\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-277\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-318\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-322\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-342\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-355\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-366\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-370\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-378\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-403\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,156,10,Patient_ID,156,,True,True
10,LUNG1-010\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,155,10,Patient_ID,155,,True,True
10,LUNG1-354\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,155,10,Patient_ID,155,,True,True
10,LUNG1-187\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-222\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-223\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-227\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-302\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-306\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-309\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-339\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-362\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-374\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-389\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-394\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,144,10,Patient_ID,144,,True,True
10,LUNG1-063\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,143,10,Patient_ID,143,,True,True
10,LUNG1-112\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,143,10,Patient_ID,143,,True,True
10,LUNG1-383\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,143,10,Patient_ID,143,,True,True
10,LUNG1-413\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,143,10,Patient_ID,143,,True,True
10,LUNG1-313\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,142,10,Patient_ID,142,,True,True
10,LUNG1-102\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,141,10,Patient_ID,141,,True,True
10,LUNG1-014\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-085\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-103\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-107\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-131\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-136\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-162\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-171\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-202\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-204\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-317\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-411\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-420\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,132,10,Patient_ID,132,,True,True
10,LUNG1-007\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-064\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-122\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-139\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-157\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-206\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-251\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-255\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-298\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-315\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-326\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-329\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-333\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-356\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-380\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-395\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-414\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,120,10,Patient_ID,120,,True,True
10,LUNG1-037\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-039\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-078\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-090\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-146\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-154\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-169\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-182\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-246\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-247\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-261\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-266\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-338\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-365\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-379\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-388\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,108,10,Patient_ID,108,,True,True
10,LUNG1-119\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,107,10,Patient_ID,107,,True,True
10,LUNG1-334\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,107,10,Patient_ID,107,,True,True
10,LUNG1-013\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-080\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-081\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-083\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-138\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-150\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-152\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-153\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-160\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-165\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-174\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-212\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-240\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-252\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-253\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-287\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-295\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-305\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-346\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-371\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-391\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-399\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-404\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,96,10,Patient_ID,96,,True,True
10,LUNG1-180\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,95,10,Patient_ID,95,,True,True
10,LUNG1-250\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,95,10,Patient_ID,95,,True,True
10,LUNG1-369\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,95,10,Patient_ID,95,,True,True
10,LUNG1-270\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,93,10,Patient_ID,93,,True,True
10,LUNG1-061\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-076\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-087\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-094\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-106\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-118\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-127\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-135\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-178\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-234\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-254\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-321\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-328\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-332\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-347\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-385\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,84,10,Patient_ID,84,,True,True
10,LUNG1-062\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,82,10,Patient_ID,82,,True,True
10,LUNG1-082\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-126\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-158\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-176\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-188\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-215\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-281\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-296\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-325\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-359\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,72,10,Patient_ID,72,,True,True
10,LUNG1-195\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,71,10,Patient_ID,71,,True,True
10,LUNG1-415\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,69,10,Patient_ID,69,,True,True
10,LUNG1-015\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-100\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-111\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-133\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-134\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-216\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-231\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-272\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-288\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-307\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,60,10,Patient_ID,60,,True,True
10,LUNG1-095\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,55,7,Patient_ID,55,,True,True
10,LUNG1-130\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,54,7,Patient_ID,54,,True,True
10,LUNG1-069\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,51,7,Patient_ID,51,,True,True
10,LUNG1-026\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,48,7,Patient_ID,48,,True,True
10,LUNG1-049\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-050\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-086\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-089\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-098\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-110\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-114\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-311\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,48,10,Patient_ID,48,,True,True
10,LUNG1-179\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,47,7,Patient_ID,47,,True,True
10,LUNG1-043\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,44,7,Patient_ID,44,,True,True
10,LUNG1-017\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,43,7,Patient_ID,43,,True,True
10,LUNG1-065\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,43,7,Patient_ID,43,,True,True
10,LUNG1-074\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,42,7,Patient_ID,42,,True,True
10,LUNG1-377\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,42,7,Patient_ID,42,,True,True
10,LUNG1-349\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,39,7,Patient_ID,39,,True,True
10,LUNG1-367\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,39,7,Patient_ID,39,,True,True
10,LUNG1-396\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,39,7,Patient_ID,39,,True,True
10,LUNG1-072\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,38,7,Patient_ID,38,,True,True
10,LUNG1-091\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,38,7,Patient_ID,38,,True,True
10,LUNG1-289\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,38,7,Patient_ID,38,,True,True
10,LUNG1-097\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,37,7,Patient_ID,37,,True,True
10,LUNG1-140\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,37,7,Patient_ID,37,,True,True
10,LUNG1-149\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,37,7,Patient_ID,37,,True,True
10,LUNG1-348\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,37,7,Patient_ID,37,,True,True
10,LUNG1-004\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-023\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-027\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-108\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-156\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-161\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-167\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-190\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-276\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-282\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-283\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-353\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-357\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,36,7,Patient_ID,36,,True,True
10,LUNG1-386\STEP_11_GLCM_TEXTURE\GTV1_GLCM_texture.csv,36,10,Patient_ID,36,,True,True
10,LUNG1-375\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,35,7,Patient_ID,35,,True,True
10,LUNG1-075\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,34,7,Patient_ID,34,,True,True
10,LUNG1-105\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,33,7,Patient_ID,33,,True,True
10,LUNG1-173\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,33,7,Patient_ID,33,,True,True
10,LUNG1-196\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,33,7,Patient_ID,33,,True,True
10,LUNG1-221\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,33,7,Patient_ID,33,,True,True
10,LUNG1-233\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,33,7,Patient_ID,33,,True,True
10,LUNG1-273\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,32,7,Patient_ID,32,,True,True
10,LUNG1-387\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,32,7,Patient_ID,32,,True,True
10,LUNG1-417\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,32,7,Patient_ID,32,,True,True
10,LUNG1-181\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,31,7,Patient_ID,31,,True,True
10,LUNG1-200\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,31,7,Patient_ID,31,,True,True
10,LUNG1-245\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,31,7,Patient_ID,31,,True,True
10,LUNG1-308\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,31,7,Patient_ID,31,,True,True
10,LUNG1-033\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,30,7,Patient_ID,30,,True,True
10,LUNG1-056\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,30,7,Patient_ID,30,,True,True
10,LUNG1-115\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,30,7,Patient_ID,30,,True,True
10,LUNG1-393\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,30,7,Patient_ID,30,,True,True
10,LUNG1-401\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,30,7,Patient_ID,30,,True,True
10,LUNG1-012\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,29,7,Patient_ID,29,,True,True
10,LUNG1-021\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,29,7,Patient_ID,29,,True,True
10,LUNG1-229\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,29,7,Patient_ID,29,,True,True
10,LUNG1-400\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,29,7,Patient_ID,29,,True,True
10,LUNG1-042\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,28,7,Patient_ID,28,,True,True
10,LUNG1-205\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,28,7,Patient_ID,28,,True,True
10,LUNG1-224\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,28,7,Patient_ID,28,,True,True
10,LUNG1-232\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,28,7,Patient_ID,28,,True,True
10,LUNG1-263\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,28,7,Patient_ID,28,,True,True
10,LUNG1-340\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,28,7,Patient_ID,28,,True,True
10,LUNG1-022\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,27,7,Patient_ID,27,,True,True
10,LUNG1-030\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,27,7,Patient_ID,27,,True,True
10,LUNG1-032\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,27,7,Patient_ID,27,,True,True
10,LUNG1-044\STEP_12_LBP_TEXTURE\GTV1_LBP_slice_features.csv,27,7,Patient_ID,27,,True,True
