Patient_ID,Status,Tumor_Voxels,Tumor_Slices,LBP_Pixels,LBP_Mean,LBP_Variance,LBP_Uniformity,LBP_Entropy,Validation,Error
LUNG1-228,SUCCESS,38531,22,38531,123.95102644623809,7831.4905553166045,0.01624022531645343,6.801126101650048,PASS,
LUNG1-229,SUCCESS,88958,29,88958,126.29273364958743,8508.768136907654,0.020949429488709,6.92509439312836,PASS,
LUNG1-230,SUCCESS,13803,19,13803,123.01405491559807,8579.116226425152,0.020161864189184822,6.925378870709061,PASS,
LUNG1-231,SUCCESS,1290,5,1290,129.1643410852713,7903.859813713119,0.03243795444985277,5.606564464202251,PASS,
LUNG1-232,SUCCESS,21792,28,21792,131.62050293685758,8171.617454078921,0.017551912683742274,6.899673229433352,PASS,
LUNG1-233,SUCCESS,55598,33,55598,128.3903917407101,8556.185466154679,0.024182522933715377,6.805046797690099,PASS,
LUNG1-234,SUCCESS,2762,7,2762,123.53511947863868,7872.683958512154,0.021170472760296585,6.287370569340616,PASS,
LUNG1-235,SUCCESS,24819,18,24819,122.11338087755348,8191.0984707768475,0.016508525309200984,6.5806616978550965,PASS,
LUNG1-236,SUCCESS,19581,21,19581,131.2252693938001,7646.218034661351,0.017011962120128975,6.6433137841980034,PASS,
LUNG1-237,SUCCESS,29843,24,29843,123.97731461314213,7843.326396206583,0.016465917864302543,6.516861524124168,PASS,
LUNG1-238,SUCCESS,20849,18,20849,135.8468032039906,7739.4741565271015,0.018018815144310918,6.508670627844454,PASS,
LUNG1-239,SUCCESS,41527,22,41527,123.8553952849953,7980.477921561547,0.016706088243581246,6.752864396293755,PASS,
LUNG1-240,SUCCESS,3582,8,3582,129.29089893914016,7811.434082441489,0.01788753308075211,6.4243457410976585,PASS,
LUNG1-241,SUCCESS,6301,20,6301,126.21837803523249,8477.171800003733,0.01693992290328787,7.018736172174073,PASS,
LUNG1-242,SUCCESS,13513,24,13513,126.67682971952934,8713.607468022288,0.017302172912156986,6.967152608416977,PASS,
LUNG1-243,SUCCESS,6585,13,6585,125.46484434320426,8017.149903031959,0.01963351742213413,6.370310448192732,PASS,
LUNG1-244,SUCCESS,6143,13,6143,126.68240273482013,8401.951386575882,0.017018691928326377,6.792660369864581,PASS,
LUNG1-245,SUCCESS,40581,31,40581,130.56514132229367,8045.621671445123,0.01656904786917074,6.689119339685027,PASS,
LUNG1-246,SUCCESS,3673,9,3673,119.33650966512388,8114.872876137737,0.020563669114261888,6.347178185670593,PASS,
LUNG1-247,SUCCESS,4588,9,4588,118.32628596338273,7393.2250544709705,0.02328930936167204,6.113745954057595,PASS,
LUNG1-248,SUCCESS,31387,23,31387,120.90773250071686,8206.425360605412,0.015891634797519587,6.769715260294639,PASS,
LUNG1-249,SUCCESS,16250,15,16250,119.35101538461538,7791.174757430533,0.017095414911242605,6.647842822303074,PASS,
LUNG1-250,SUCCESS,1096,8,1096,105.0985401459854,6186.092479620651,0.034137074431243,5.71550228529786,PASS,
LUNG1-251,SUCCESS,2782,10,2782,116.15959741193386,6675.00112823476,0.02703654643360496,5.875506269372753,PASS,
LUNG1-252,SUCCESS,1675,8,1675,119.89074626865673,7298.022093472934,0.023163109824014257,6.03183547748028,PASS,
LUNG1-253,SUCCESS,1136,8,1136,122.42869718309858,7978.311817316752,0.019502578853402102,6.384721120558092,PASS,
LUNG1-254,SUCCESS,3191,7,3191,121.23910999686618,8135.652321865367,0.023450178792378793,6.067433260789002,PASS,
LUNG1-255,SUCCESS,1686,10,1686,137.6370106761566,7152.49694574959,0.0232308776906743,5.946182451340756,PASS,
LUNG1-256,SUCCESS,24574,27,24574,121.44152356148774,8271.82833357849,0.01595471360343565,6.739171751906646,PASS,
LUNG1-257,SUCCESS,63858,27,63858,124.8143067430862,7822.181152703804,0.016095204564075143,6.69378107681862,PASS,
LUNG1-258,SUCCESS,20832,25,20832,128.6207277265745,8239.767586874408,0.01816738391072697,6.921990399419572,PASS,
LUNG1-259,SUCCESS,17645,16,17645,125.35398129781808,8111.47991118242,0.01787543296883267,6.613838945549409,PASS,
LUNG1-260,SUCCESS,4767,14,4767,127.50052443885043,7536.419498361423,0.023236414569450334,6.124010662407618,PASS,
LUNG1-261,SUCCESS,3837,9,3837,122.74042220484755,7494.890138263234,0.017812720049062092,6.481848472709966,PASS,
LUNG1-262,SUCCESS,58262,23,58262,135.42772304417974,8103.683106342711,0.01613394283913813,6.750584884905928,PASS,
LUNG1-263,SUCCESS,63983,28,63983,125.13978713095666,7787.556878294245,0.018091458199367774,6.661452493190472,PASS,
LUNG1-264,SUCCESS,18332,13,18332,124.32244163211868,7608.016094671206,0.01760172842276971,6.552378695047339,PASS,
LUNG1-265,SUCCESS,8764,17,8764,129.4484253765404,7366.015254252647,0.019268772233449107,6.379028861858302,PASS,
LUNG1-266,SUCCESS,3822,9,3822,128.10125588697016,7270.831976444725,0.021252924145949488,6.132411631356161,PASS,
LUNG1-267,SUCCESS,23346,19,23346,133.80262143407865,8277.031888956062,0.018394875245203196,6.535423637894615,PASS,
LUNG1-268,SUCCESS,12033,16,12033,119.56918474195962,7855.51422369337,0.016023534106658917,6.648728203143928,PASS,
LUNG1-269,SUCCESS,9354,13,9354,135.21060508873208,7934.9605631788745,0.016928427838860796,6.604448346814024,PASS,
LUNG1-270,SUCCESS,371,8,371,121.24797843665769,7722.288911007621,0.031335139965562586,5.443993726871831,PASS,
LUNG1-271,SUCCESS,6153,13,6153,127.78205753291078,7787.015559751606,0.017514351584304973,6.485329031619495,PASS,
LUNG1-272,SUCCESS,1921,5,1921,125.59500260281104,7997.146752745959,0.015934189664035495,6.6836482107923505,PASS,
LUNG1-273,SUCCESS,111105,32,111105,127.58307906934881,7772.700845044331,0.018158983110211198,6.424674239382277,PASS,
LUNG1-274,SUCCESS,12298,15,12298,122.08342819970727,7563.556545996675,0.017112220588301027,6.557278029965241,PASS,
LUNG1-275,SUCCESS,30616,20,30616,128.25761039979096,7575.51075342229,0.016808881669438655,6.597595541362168,PASS,
LUNG1-276,SUCCESS,101676,36,101676,132.68057358668713,8402.810512499986,0.017450264206464353,6.669195843348173,PASS,
LUNG1-277,SUCCESS,8517,13,8517,140.9576141833979,7515.162815395117,0.019571090640273577,6.361254000776887,PASS,
LUNG1-278,SUCCESS,9729,14,9729,127.54229622777265,8013.973568208683,0.019952565697004085,6.3188436202064775,PASS,
LUNG1-279,SUCCESS,11425,15,11425,132.2984682713348,7890.506802905449,0.015174209117592137,6.728938041237232,PASS,
LUNG1-280,SUCCESS,25760,19,25760,126.87663043478261,7369.1372644224275,0.018806599258323366,6.48442905683385,PASS,
LUNG1-281,SUCCESS,1103,6,1103,114.81686310063462,8306.162290431846,0.02017164101202605,6.316422811027092,PASS,
LUNG1-282,SUCCESS,175,3,175,112.5657142857143,6346.519967346938,0.0441795918367347,4.751828681370625,PASS,
LUNG1-283,SUCCESS,104990,36,104990,131.11622059243737,8072.320143597782,0.01591496706025667,6.755494262598016,PASS,
LUNG1-284,SUCCESS,11162,24,11162,123.37134922056978,7885.141709145381,0.02526698639421559,5.9524523168412955,PASS,
LUNG1-285,SUCCESS,32681,16,32681,130.5020654202748,8456.869560618836,0.016918957803049035,6.871438890813926,PASS,
LUNG1-286,SUCCESS,20185,15,20185,130.75922714887295,8226.189538961778,0.015681340957549653,6.843266524316125,PASS,
LUNG1-287,SUCCESS,1980,8,1980,118.32323232323233,7666.370268339965,0.022953270074482196,6.070353772330739,PASS,
LUNG1-288,SUCCESS,260,5,260,114.03846153846155,5523.913905325444,0.03955621301775149,5.080265686330379,PASS,
LUNG1-289,SUCCESS,66699,38,66699,123.74074573831692,8094.162955596141,0.01874418955203254,6.646238208511661,PASS,
LUNG1-290,SUCCESS,43017,23,43017,130.98210009996046,8162.714652743728,0.016130168756981353,6.7708560459803895,PASS,
LUNG1-291,SUCCESS,18365,17,18365,133.74130138851075,8091.710858856348,0.019264668874915878,6.793811260015299,PASS,
LUNG1-292,SUCCESS,40970,22,40970,125.27019770563827,8212.34896049301,0.01549933397512089,6.972010445497842,PASS,
LUNG1-293,SUCCESS,9627,16,9627,118.58190505868909,6837.208285848263,0.026359731973743517,6.009795560448156,PASS,
LUNG1-294,SUCCESS,14533,17,14533,126.08208903873941,7676.59361919609,0.018938199852752798,6.327198293742871,PASS,
LUNG1-295,SUCCESS,1217,8,1217,165.7124075595727,6101.1695502430985,0.046948562848012514,5.577946294516417,PASS,
LUNG1-296,SUCCESS,1734,6,1734,118.97001153402539,7497.132895386256,0.018145137151135644,6.466038183458817,PASS,
LUNG1-297,SUCCESS,15683,14,15683,124.20123700822546,7522.426888733154,0.02098201605081458,6.163583726657677,PASS,
LUNG1-298,SUCCESS,8114,10,8114,133.58245008627063,7698.051434667523,0.022076067990708444,6.120563861325094,PASS,
LUNG1-299,SUCCESS,14622,15,14622,130.97380659280535,8510.18554013986,0.020215676791338323,6.925058801664254,PASS,
LUNG1-300,SUCCESS,21385,26,21385,135.44072948328267,7646.032598766428,0.02038833899523685,6.308839011014131,PASS,
LUNG1-301,SUCCESS,45040,25,45040,123.92273534635879,8604.363124311842,0.0192896397202881,7.0353834473842465,PASS,
LUNG1-302,SUCCESS,14678,12,14678,126.39555797792615,7821.752785827781,0.015272575825430092,6.693216269994749,PASS,
LUNG1-303,SUCCESS,53609,19,53609,133.07088362028765,7771.428316928928,0.016709204655095504,6.561110940839496,PASS,
LUNG1-304,SUCCESS,33497,17,33497,133.0019106188614,7716.9062267582285,0.017461175797892442,6.534412828167472,PASS,
LUNG1-305,SUCCESS,1285,8,1285,121.47859922178989,7772.182615936653,0.026075792214870778,5.850274176351801,PASS,
LUNG1-306,SUCCESS,5416,12,5416,116.53508124076811,7076.158296632986,0.024937190315253887,6.091076715482924,PASS,
LUNG1-307,SUCCESS,580,5,580,122.51379310344828,6459.339464922711,0.03466111771700357,5.696276263098679,PASS,
LUNG1-308,SUCCESS,115453,31,115453,132.9954007258365,8063.29090242597,0.01642407007725177,6.756280846457402,PASS,
LUNG1-309,SUCCESS,10654,12,10654,122.39393654965271,8299.63766175156,0.01603311267403178,6.626420693778436,PASS,
LUNG1-310,SUCCESS,87790,27,87790,129.62303223601776,7657.913004087239,0.019701649810724135,6.4251638611195165,PASS,
LUNG1-311,SUCCESS,413,4,413,130.4406779661017,7232.963187918085,0.025004543615780125,5.695401462669386,PASS,
LUNG1-312,SUCCESS,31927,18,31927,129.64663137783066,7886.231506098433,0.016673828390045706,6.598329972603825,PASS,
LUNG1-313,SUCCESS,3451,12,3451,141.30541871921181,7616.851373129513,0.022083310487236094,6.194673374265211,PASS,
LUNG1-314,SUCCESS,28080,19,28080,130.76438746438745,8586.709159097736,0.01684984293958653,6.799914439517326,PASS,
LUNG1-315,SUCCESS,3968,10,3968,122.1101310483871,7468.781973974763,0.026783318971123828,5.8307603047907,PASS,
LUNG1-316,SUCCESS,39560,17,39560,125.33319009100101,7886.797452512905,0.015520543981777305,6.7522331314714155,PASS,
LUNG1-317,SUCCESS,4970,11,4970,129.6702213279678,7721.329676610974,0.01883639867373254,6.345260839213594,PASS,
LUNG1-318,SUCCESS,5054,13,5054,123.51009101701621,8049.198058044743,0.01995543500201778,6.238254186090851,PASS,
LUNG1-319,SUCCESS,13784,24,13784,132.5194428322693,8168.825071773138,0.015804501269735295,6.826533333411239,PASS,
LUNG1-320,SUCCESS,51184,26,51184,128.23794545170364,7366.24650403141,0.01739456130838011,6.556957372697136,PASS,
LUNG1-321,SUCCESS,1635,7,1635,119.56758409785934,7173.2020073132635,0.02705832842353337,5.825906310942149,PASS,
LUNG1-322,SUCCESS,8571,13,8571,122.58721269396804,7642.046617490521,0.019330786085837173,6.311847448512188,PASS,
LUNG1-323,SUCCESS,8723,16,8723,129.09320188008712,8587.092883970136,0.01569779939945115,6.809142687053521,PASS,
LUNG1-324,SUCCESS,18370,22,18370,118.93358737071311,7586.486933946232,0.01744894236864026,6.503917159868064,PASS,
LUNG1-325,SUCCESS,541,6,541,113.49907578558228,6771.155729275219,0.033869639641794305,5.461185543211582,PASS,
LUNG1-326,SUCCESS,515,10,515,103.9009708737864,7531.35524177585,0.038544631916297485,5.087554238904435,PASS,
LUNG1-327,SUCCESS,44838,26,44838,133.53608546322315,8208.0755411419,0.015729730697539607,6.761942313001105,PASS,
LUNG1-328,SUCCESS,1013,7,1013,120.50345508390919,7196.080195367429,0.024375127293847308,5.945169021772518,PASS,
LUNG1-329,SUCCESS,3550,10,3550,127.1025352112676,7804.343852727634,0.024921245784566556,6.005884608594815,PASS,
LUNG1-330,SUCCESS,9808,16,9808,120.01131729200652,8024.663106013519,0.0163023193770641,6.627229144320912,PASS,
LUNG1-331,SUCCESS,38371,26,38371,126.07002684318886,8133.475250524416,0.016966342617175858,6.815804364149436,PASS,
LUNG1-332,SUCCESS,2882,7,2882,126.67800138792505,7508.420952563494,0.02533709675166785,5.944001915874168,PASS,
LUNG1-333,SUCCESS,2850,10,2850,136.5519298245614,7119.359583995076,0.018769590643274853,6.3165672357135225,PASS,
LUNG1-334,SUCCESS,3008,9,3008,118.19281914893617,7204.975453754527,0.02354757879696695,6.0655206158954105,PASS,
LUNG1-335,SUCCESS,52499,24,52499,126.80864397417092,8149.729854613697,0.015906540832972667,6.710235881910185,PASS,
LUNG1-336,SUCCESS,17973,17,17973,130.80092360763368,8238.524993304853,0.01540689280302372,6.783187870163637,PASS,
LUNG1-337,SUCCESS,10588,22,10588,116.24442765394787,8001.2989630932725,0.016627890181969626,6.58307416675034,PASS,
LUNG1-338,SUCCESS,6620,9,6620,127.62764350453172,7500.567241878953,0.017074050072562318,6.513814894031979,PASS,
LUNG1-339,SUCCESS,10705,12,10705,126.94058851004203,8046.658030293544,0.017612071517563395,6.675053979551873,PASS,
LUNG1-340,SUCCESS,41490,28,41490,125.07486141238853,7445.771209458981,0.019418619545571704,6.540129084736975,PASS,
LUNG1-341,SUCCESS,6545,16,6545,128.07532467532468,8010.212049646305,0.01991205038164999,6.275379922475629,PASS,
LUNG1-342,SUCCESS,13712,13,13712,127.25517794632438,7910.285015487588,0.017496353984415527,6.430077300614181,PASS,
LUNG1-343,SUCCESS,35468,26,35468,131.56036427201985,7957.691320629683,0.016990556751922434,6.7317109571576355,PASS,
LUNG1-344,SUCCESS,62082,27,62082,124.12915176701782,8263.205348750556,0.01643674367057574,6.744051367985149,PASS,
LUNG1-345,SUCCESS,20420,19,20420,121.32624877571007,7890.152621481695,0.018594946860301925,6.560667528771516,PASS,
LUNG1-346,SUCCESS,1508,8,1508,123.19628647214853,8589.01452201873,0.03529100324353229,5.525906190748974,PASS,
LUNG1-347,SUCCESS,1064,7,1064,115.18233082706766,7665.523146446944,0.029569930465260894,5.611790388605705,PASS,
LUNG1-348,SUCCESS,90886,37,90886,130.57807583126115,8024.524145345833,0.01596143950149853,6.670995800568576,PASS,
LUNG1-349,SUCCESS,174107,39,174107,130.14931048148554,8118.633797174859,0.016986290626443135,6.750784743713483,PASS,
LUNG1-350,SUCCESS,6046,16,6046,119.47750578895139,8640.00834283614,0.01923766943235613,6.541453509401394,PASS,
LUNG1-351,SUCCESS,32748,23,32748,125.70715768901917,7567.187359296375,0.017244150261367185,6.579241214571793,PASS,
LUNG1-352,SUCCESS,32924,22,32924,126.03553638683029,7681.221188872172,0.0169546340813458,6.549837966355261,PASS,
LUNG1-353,SUCCESS,56669,36,56669,134.48359773421095,8197.633485752245,0.017761830691094306,6.574348565623817,PASS,
LUNG1-354,SUCCESS,4433,13,4433,118.34198060004512,7193.502268759379,0.021483308465836865,6.1964336319887074,PASS,
LUNG1-355,SUCCESS,5392,13,5392,121.66450296735904,7477.467004055628,0.02220841514850003,6.190219529258497,PASS,
LUNG1-356,SUCCESS,5351,10,5351,132.07867688282565,7591.259554668722,0.02301380834088372,6.111223279655089,PASS,
LUNG1-357,SUCCESS,51945,36,51945,129.42883819424392,8430.642356345847,0.015904961266989405,6.672169642841364,PASS,
LUNG1-358,SUCCESS,16375,14,16375,126.82106870229006,7826.68822786551,0.019560948662665348,6.323322825316078,PASS,
LUNG1-359,SUCCESS,1270,6,1270,113.65039370078742,7869.68092504185,0.026022692045384092,5.812410559936854,PASS,
LUNG1-360,SUCCESS,36370,22,36370,121.65144349738796,7654.808588100533,0.018474537920944945,6.356976178085038,PASS,
LUNG1-361,SUCCESS,38918,25,38918,126.42972403515083,8100.825409713658,0.01501388418797436,6.7350315704172505,PASS,
LUNG1-362,SUCCESS,5180,12,5180,131.4611969111969,7399.551969223774,0.01904488603330302,6.34004091732943,PASS,
LUNG1-363,SUCCESS,8899,23,8899,129.61714799415665,8018.120757749871,0.019758902773771878,6.333821783914796,PASS,
LUNG1-364,SUCCESS,33425,24,33425,131.73148840688106,7730.882905264076,0.021654271247711278,6.377157508795754,PASS,
LUNG1-365,SUCCESS,3224,9,3224,121.09739454094293,7478.54882695848,0.018369517699142288,6.413122735892941,PASS,
LUNG1-366,SUCCESS,1899,13,1899,118.84886782517114,7465.634347059413,0.0252584367870787,5.948512465698124,PASS,
LUNG1-367,SUCCESS,174457,39,174457,128.6825177550915,8374.719217978649,0.016918318139205583,6.816533653268946,PASS,
LUNG1-368,SUCCESS,58579,27,58579,129.12265487632087,7556.381497204009,0.01749527328541816,6.524002699559178,PASS,
LUNG1-369,SUCCESS,1026,8,1026,113.96296296296295,7774.037614612664,0.0317134616919166,5.567683952489761,PASS,
LUNG1-370,SUCCESS,8911,13,8911,131.21501514981483,8010.35551913062,0.018413450553643223,6.429429796523579,PASS,
LUNG1-371,SUCCESS,1530,8,1530,151.18235294117648,7019.580472895041,0.020209321201247382,6.353818677775221,PASS,
LUNG1-372,SUCCESS,1559,17,1559,110.8845413726748,7783.903282518975,0.02971387145178259,5.61196678733617,PASS,
LUNG1-373,SUCCESS,14310,15,14310,126.84696016771488,7972.712148341529,0.0188370322513223,6.487315293002345,PASS,
LUNG1-374,SUCCESS,13787,12,13787,126.28439834626822,7374.694413148929,0.01809249911284046,6.404325592378401,PASS,
LUNG1-375,SUCCESS,140098,35,140098,131.4219617696184,8026.0636076748215,0.016195441507347866,6.719025900857215,PASS,
LUNG1-376,SUCCESS,40805,22,40805,125.15971081975249,8262.71437727209,0.016154863160778802,6.727776464009722,PASS,
LUNG1-377,SUCCESS,158588,42,158588,130.09291371352185,8129.671677027463,0.01587620290771611,6.791372074710006,PASS,
LUNG1-378,SUCCESS,5523,13,5523,114.8471845011769,7783.906757870539,0.016274739883375463,6.573184651835891,PASS,
LUNG1-379,SUCCESS,3670,9,3670,122.17111716621253,7763.266086762839,0.025898922703413048,5.877116220657896,PASS,
LUNG1-380,SUCCESS,6195,10,6195,132.3239709443099,7871.439352754604,0.016179753908649546,6.53734900833466,PASS,
LUNG1-381,SUCCESS,20507,25,20507,131.0940654410689,8275.722024077837,0.016804581229655224,6.803297137651158,PASS,
LUNG1-382,SUCCESS,14928,21,14928,126.21094587352624,7677.392331956341,0.01946556762922909,6.270226208678943,PASS,
LUNG1-383,SUCCESS,1212,12,1212,117.57920792079207,7382.608412573931,0.027806369745885476,5.8618299221590355,PASS,
LUNG1-384,SUCCESS,9791,16,9791,134.7686651006026,7982.252377331514,0.018895925767757657,6.392597604620416,PASS,
LUNG1-385,SUCCESS,892,7,892,122.28251121076234,7133.763236743149,0.02727281867723059,5.813833609664064,PASS,
LUNG1-386,SUCCESS,303,3,303,114.62046204620461,7471.139779324468,0.03475694104063872,5.413154896088399,PASS,
LUNG1-387,SUCCESS,74014,32,74014,129.90908476774663,7969.548372353909,0.016184299663800927,6.622092921777881,PASS,
LUNG1-388,SUCCESS,1371,9,1371,119.12107950401167,6903.00940977559,0.023765708451773504,5.9192605245173615,PASS,
LUNG1-389,SUCCESS,7271,12,7271,132.25924907165452,7429.953282285784,0.018881053841815418,6.301871461727936,PASS,
LUNG1-390,SUCCESS,17412,14,17412,125.68349414197107,7232.255613152792,0.019963965428807993,6.300449474627374,PASS,
LUNG1-391,SUCCESS,3937,8,3937,124.48209296418594,7906.571243981198,0.016794936815680082,6.627930938020835,PASS,
LUNG1-392,SUCCESS,12642,18,12642,123.91931656383485,7862.583586686846,0.01827855714126285,6.575570762492028,PASS,
LUNG1-393,SUCCESS,58607,30,58607,132.159042435204,7969.156560913569,0.015729982688043417,6.760556357352004,PASS,
LUNG1-394,SUCCESS,14654,12,14654,126.64207724853283,7898.4653811361095,0.01699164024227358,6.829559535353049,PASS,
LUNG1-395,SUCCESS,1408,10,1408,137.44105113636365,7076.962434122384,0.030046447249483473,5.7194944436003805,PASS,
LUNG1-396,SUCCESS,158739,39,158739,130.16297192246392,8325.013361028898,0.016970498016180197,6.803009537955154,PASS,
LUNG1-397,SUCCESS,24968,25,24968,127.26253604613905,7570.0544727738525,0.017888745078480976,6.378179443685392,PASS,
LUNG1-398,SUCCESS,7735,17,7735,127.57142857142856,8643.308892787885,0.018335966478481402,6.641909461892821,PASS,
LUNG1-399,SUCCESS,861,8,861,120.64924506387922,6868.706239267469,0.024662730450101915,5.857304585490407,PASS,
LUNG1-400,SUCCESS,84349,29,84349,130.46478322208918,8146.202736707741,0.015454201800285177,6.7808064158655705,PASS,
LUNG1-401,SUCCESS,38894,30,38894,124.98043400010283,7854.988021552786,0.015845784948530423,6.632558008644816,PASS,
LUNG1-402,SUCCESS,28864,25,28864,128.68760393569846,7976.217645672401,0.017193789050785148,6.458559644317379,PASS,
LUNG1-403,SUCCESS,5628,13,5628,135.04282160625445,7592.842693673221,0.023871277180954803,6.177093630803773,PASS,
LUNG1-404,SUCCESS,1845,8,1845,99.32466124661246,7145.933077459772,0.032548233341412006,5.820783351576172,PASS,
LUNG1-405,SUCCESS,12766,16,12766,120.32539558201474,7898.12222362152,0.017685271092440658,6.504282471526298,PASS,
LUNG1-406,SUCCESS,9054,18,9054,120.83377512701568,7662.950831849586,0.020603644168418547,6.258108776064766,PASS,
LUNG1-407,SUCCESS,22521,22,22521,130.95684028240308,8013.436528073997,0.015416079025836513,6.687963296326632,PASS,
LUNG1-408,SUCCESS,10197,17,10197,124.18505442777285,7580.873570883083,0.016435243069575844,6.719902638537696,PASS,
LUNG1-409,SUCCESS,22234,17,22234,133.17239363137537,8493.686525825806,0.01793460997559393,7.015636888859147,PASS,
LUNG1-410,SUCCESS,42655,20,42655,129.70366897198454,7837.014239263999,0.017557387187585538,6.578828635084371,PASS,
LUNG1-411,SUCCESS,3897,11,3897,119.71208622016937,8069.472661210941,0.018439073528527666,6.45768150534362,PASS,
LUNG1-412,SUCCESS,16687,20,16687,129.14730029364176,7979.391618378271,0.015729592781686785,6.678281299142114,PASS,
LUNG1-413,SUCCESS,1707,12,1707,129.29056824838898,7268.037421293965,0.020995254043706453,6.207633909348319,PASS,
LUNG1-414,SUCCESS,4114,10,4114,116.62785610111813,7375.574440372097,0.020192973753140026,6.241457942671604,PASS,
LUNG1-415,SUCCESS,431,6,431,105.25986078886311,6676.730616221919,0.035233445125726064,5.455849323096115,PASS,
LUNG1-416,SUCCESS,20351,23,20351,122.51623998820696,8432.891965145884,0.0164911778340249,6.603779115881339,PASS,
LUNG1-417,SUCCESS,54769,32,54769,130.77204257883108,8048.673244930467,0.015102252350725369,6.791340182357732,PASS,
LUNG1-418,SUCCESS,33129,27,33129,129.1912221920372,7997.462936020207,0.016589737288254896,6.6289711288467235,PASS,
LUNG1-419,SUCCESS,46314,23,46314,124.26054756661054,8062.79723134503,0.0153865269188843,6.67151582871904,PASS,
LUNG1-420,SUCCESS,6634,11,6634,121.45673801627977,7726.206524541856,0.01915289349528093,6.37283605608539,PASS,
LUNG1-421,SUCCESS,14763,15,14763,130.55842308473888,7561.843552129609,0.018375615494301258,6.437261233620595,PASS,
LUNG1-422,SUCCESS,10591,16,10591,119.59267302426589,7855.3340375249445,0.017125481975764828,6.787311055606329,PASS,
